Date,Transaction_Type,Category,Amount_NGN,Description,Month,Week,Signed_Amount,Running_Balance_NGN,Cash_Alert
2024-02-29,Expense,Utilities,662041.44,Business expense paid,February,9,-662041.44,-3647589.0000000023,DANGER
2024-02-29,Expense,Logistics / Delivery,883161.18,Business expense paid,February,9,-883161.18,-4530750.1800000025,DANGER
2024-02-29,Expense,Marketing,291956.94,Business expense paid,February,9,-291956.94,-4822707.120000003,DANGER
2024-03-01,Income,Bulk Order Payment,387380.97,Customer payment received,March,9,387380.97,-4435326.150000003,DANGER
2024-03-01,Expense,Supplier Payment,41847.54,Business expense paid,March,9,-41847.54,-4477173.690000003,DANGER
2024-03-01,Expense,Rent,285612.3,Business expense paid,March,9,-285612.3,-4762785.990000003,DANGER
2024-03-01,Expense,Miscellaneous,326177.43,Business expense paid,March,9,-326177.43,-5088963.420000003,DANGER
2024-03-02,Expense,Miscellaneous,141189.63,Business expense paid,March,9,-141189.63,-5230153.050000003,DANGER
2024-03-02,Expense,Staff Salaries,74761.83,Business expense paid,March,9,-74761.83,-5304914.880000003,DANGER
2024-03-02,Expense,Supplier Payment,108494.56,Business expense paid,March,9,-108494.56,-5413409.440000002,DANGER
2024-03-02,Income,Advance Payment,986355.72,Customer payment received,March,9,986355.72,-4427053.7200000025,DANGER
2024-03-02,Expense,Marketing,249782.82,Business expense paid,March,9,-249782.82,-4676836.540000003,DANGER
2024-03-03,Income,Product Sales,586333.89,Customer payment received,March,9,586333.89,-4090502.6500000027,DANGER
2024-03-03,Income,Advance Payment,229313.36,Customer payment received,March,9,229313.36,-3861189.290000003,DANGER
2024-03-03,Expense,Staff Salaries,497080.7,Business expense paid,March,9,-497080.7,-4358269.990000003,DANGER
2024-03-04,Income,Bulk Order Payment,872665.62,Customer payment received,March,10,872665.62,-3485604.370000003,DANGER
2024-03-04,Income,Loan Received,884478.22,Customer payment received,March,10,884478.22,-2601126.150000003,DANGER
2024-03-04,Income,Loan Received,543040.19,Customer payment received,March,10,543040.19,-2058085.9600000032,DANGER
2024-03-04,Expense,Loan Repayment,432880.0,Business expense paid,March,10,-432880.0,-2490965.960000003,DANGER
2024-03-04,Expense,Supplier Payment,166582.52,Business expense paid,March,10,-166582.52,-2657548.4800000032,DANGER
2024-03-04,Expense,Staff Salaries,312622.84,Business expense paid,March,10,-312622.84,-2970171.320000003,DANGER
2024-03-05,Expense,Rent,95387.4,Business expense paid,March,10,-95387.4,-3065558.720000003,DANGER
2024-03-05,Income,Advance Payment,726790.78,Customer payment received,March,10,726790.78,-2338767.940000003,DANGER
2024-03-06,Income,Product Sales,148818.11,Customer payment received,March,10,148818.11,-2189949.8300000033,DANGER
2024-03-06,Income,Loan Received,498943.45,Customer payment received,March,10,498943.45,-1691006.3800000034,DANGER
2024-03-06,Income,Bulk Order Payment,375822.25,Customer payment received,March,10,375822.25,-1315184.1300000034,DANGER
2024-03-06,Expense,Miscellaneous,359338.8,Business expense paid,March,10,-359338.8,-1674522.9300000034,DANGER
2024-03-06,Expense,Logistics / Delivery,54166.28,Business expense paid,March,10,-54166.28,-1728689.2100000035,DANGER
2024-03-06,Expense,Logistics / Delivery,463477.3,Business expense paid,March,10,-463477.3,-2192166.5100000035,DANGER
2024-03-07,Income,Bulk Order Payment,190515.12,Customer payment received,March,10,190515.12,-2001651.3900000034,DANGER
2024-03-07,Income,Advance Payment,750016.46,Customer payment received,March,10,750016.46,-1251634.9300000034,DANGER
2024-03-07,Expense,Rent,54276.72,Business expense paid,March,10,-54276.72,-1305911.6500000034,DANGER
2024-03-07,Expense,Utilities,400461.71,Business expense paid,March,10,-400461.71,-1706373.3600000034,DANGER
2024-03-08,Expense,Supplier Payment,63836.91,Business expense paid,March,10,-63836.91,-1770210.2700000033,DANGER
2024-03-08,Expense,Supplier Payment,309782.55,Business expense paid,March,10,-309782.55,-2079992.8200000033,DANGER
2024-03-08,Expense,Marketing,446922.99,Business expense paid,March,10,-446922.99,-2526915.8100000033,DANGER
2024-03-08,Income,Advance Payment,804720.37,Customer payment received,March,10,804720.37,-1722195.4400000032,DANGER
2024-03-08,Income,Advance Payment,200571.34,Customer payment received,March,10,200571.34,-1521624.1000000031,DANGER
2024-03-08,Expense,Supplier Payment,230124.25,Business expense paid,March,10,-230124.25,-1751748.3500000031,DANGER
2024-03-09,Income,Product Sales,932492.31,Customer payment received,March,10,932492.31,-819256.0400000031,DANGER
2024-03-09,Income,Bulk Order Payment,871264.45,Customer payment received,March,10,871264.45,52008.40999999689,DANGER
2024-03-09,Income,Loan Received,564025.86,Customer payment received,March,10,564025.86,616034.2699999969,WARNING
2024-03-09,Expense,Loan Repayment,107114.79,Business expense paid,March,10,-107114.79,508919.4799999969,WARNING
2024-03-09,Expense,Miscellaneous,324696.67,Business expense paid,March,10,-324696.67,184222.8099999969,DANGER
2024-03-09,Expense,Miscellaneous,485146.51,Business expense paid,March,10,-485146.51,-300923.7000000031,DANGER
2024-03-10,Expense,Supplier Payment,410511.7,Business expense paid,March,10,-410511.7,-711435.4000000032,DANGER
2024-03-10,Expense,Loan Repayment,158344.54,Business expense paid,March,10,-158344.54,-869779.9400000032,DANGER
2024-03-10,Expense,Miscellaneous,217589.64,Business expense paid,March,10,-217589.64,-1087369.5800000033,DANGER
2024-03-10,Income,Bulk Order Payment,773640.18,Customer payment received,March,10,773640.18,-313729.4000000033,DANGER
2024-03-10,Income,Advance Payment,498765.5,Customer payment received,March,10,498765.5,185036.09999999672,DANGER
2024-03-11,Income,Advance Payment,162462.78,Customer payment received,March,11,162462.78,347498.87999999675,DANGER
2024-03-11,Income,Loan Received,409437.48,Customer payment received,March,11,409437.48,756936.3599999967,WARNING
2024-03-11,Expense,Miscellaneous,335676.99,Business expense paid,March,11,-335676.99,421259.36999999674,DANGER
2024-03-12,Income,Advance Payment,126914.29,Customer payment received,March,11,126914.29,548173.6599999968,WARNING
2024-03-12,Income,Loan Received,723765.57,Customer payment received,March,11,723765.57,1271939.2299999967,WARNING
2024-03-12,Expense,Logistics / Delivery,384795.46,Business expense paid,March,11,-384795.46,887143.7699999968,WARNING
2024-03-12,Expense,Rent,148186.99,Business expense paid,March,11,-148186.99,738956.7799999968,WARNING
2024-03-12,Expense,Miscellaneous,465282.93,Business expense paid,March,11,-465282.93,273673.8499999968,DANGER
2024-03-12,Expense,Miscellaneous,442806.38,Business expense paid,March,11,-442806.38,-169132.53000000323,DANGER
2024-03-13,Expense,Staff Salaries,285080.68,Business expense paid,March,11,-285080.68,-454213.2100000032,DANGER
2024-03-13,Expense,Supplier Payment,169160.07,Business expense paid,March,11,-169160.07,-623373.2800000033,DANGER
2024-03-13,Income,Bulk Order Payment,100312.91,Customer payment received,March,11,100312.91,-523060.37000000325,DANGER
2024-03-14,Income,Product Sales,1111870.0,Customer payment received,March,11,1111870.0,588809.6299999967,WARNING
2024-03-14,Expense,Rent,474589.16,Business expense paid,March,11,-474589.16,114220.46999999677,DANGER
2024-03-14,Expense,Utilities,259220.24,Business expense paid,March,11,-259220.24,-144999.77000000322,DANGER
2024-03-14,Expense,Utilities,264258.57,Business expense paid,March,11,-264258.57,-409258.3400000032,DANGER
2024-03-14,Expense,Miscellaneous,219435.36,Business expense paid,March,11,-219435.36,-628693.7000000032,DANGER
2024-03-15,Income,Bulk Order Payment,325917.45,Customer payment received,March,11,325917.45,-302776.2500000032,DANGER
2024-03-15,Income,Bulk Order Payment,472765.31,Customer payment received,March,11,472765.31,169989.0599999968,DANGER
2024-03-15,Expense,Loan Repayment,152598.75,Business expense paid,March,11,-152598.75,17390.309999996796,DANGER
2024-03-16,Expense,Marketing,278518.68,Business expense paid,March,11,-278518.68,-261128.3700000032,DANGER
2024-03-16,Expense,Miscellaneous,435325.09,Business expense paid,March,11,-435325.09,-696453.4600000032,DANGER
2024-03-16,Expense,Miscellaneous,421988.44,Business expense paid,March,11,-421988.44,-1118441.9000000032,DANGER
2024-03-16,Income,Advance Payment,931576.95,Customer payment received,March,11,931576.95,-186864.9500000032,DANGER
2024-03-16,Income,Advance Payment,1050960.81,Customer payment received,March,11,1050960.81,864095.8599999968,WARNING
2024-03-17,Income,Loan Received,649513.29,Customer payment received,March,11,649513.29,1513609.1499999969,SAFE
2024-03-17,Income,Advance Payment,548111.85,Customer payment received,March,11,548111.85,2061720.9999999967,SAFE
2024-03-17,Expense,Logistics / Delivery,490771.82,Business expense paid,March,11,-490771.82,1570949.1799999967,SAFE
2024-03-17,Expense,Logistics / Delivery,294462.87,Business expense paid,March,11,-294462.87,1276486.3099999968,WARNING
2024-03-18,Income,Loan Received,115829.66,Customer payment received,March,12,115829.66,1392315.9699999967,WARNING
2024-03-18,Income,Loan Received,810489.28,Customer payment received,March,12,810489.28,2202805.2499999967,SAFE
2024-03-18,Expense,Rent,494438.72,Business expense paid,March,12,-494438.72,1708366.5299999968,SAFE
2024-03-18,Expense,Supplier Payment,257757.75,Business expense paid,March,12,-257757.75,1450608.7799999968,WARNING
2024-03-18,Expense,Marketing,80598.21,Business expense paid,March,12,-80598.21,1370010.5699999968,WARNING
2024-03-18,Expense,Miscellaneous,437456.15,Business expense paid,March,12,-437456.15,932554.4199999968,WARNING
2024-03-19,Expense,Loan Repayment,366773.04,Business expense paid,March,12,-366773.04,565781.3799999969,WARNING
2024-03-19,Income,Loan Received,622248.64,Customer payment received,March,12,622248.64,1188030.0199999968,WARNING
2024-03-20,Income,Product Sales,1088454.63,Customer payment received,March,12,1088454.63,2276484.6499999966,SAFE
2024-03-20,Income,Advance Payment,562965.13,Customer payment received,March,12,562965.13,2839449.7799999965,SAFE
2024-03-20,Income,Loan Received,425489.3,Customer payment received,March,12,425489.3,3264939.0799999963,SAFE
2024-03-20,Expense,Loan Repayment,428847.34,Business expense paid,March,12,-428847.34,2836091.7399999965,SAFE
2024-03-21,Income,Loan Received,728139.14,Customer payment received,March,12,728139.14,3564230.8799999966,SAFE
2024-03-21,Income,Product Sales,986002.17,Customer payment received,March,12,986002.17,4550233.049999997,SAFE
2024-03-21,Expense,Utilities,132689.72,Business expense paid,March,12,-132689.72,4417543.329999997,SAFE
2024-03-22,Income,Loan Received,854104.69,Customer payment received,March,12,854104.69,5271648.019999998,SAFE
2024-03-22,Expense,Staff Salaries,384977.45,Business expense paid,March,12,-384977.45,4886670.5699999975,SAFE
2024-03-23,Expense,Loan Repayment,192062.4,Business expense paid,March,12,-192062.4,4694608.169999997,SAFE
2024-03-23,Expense,Loan Repayment,89873.5,Business expense paid,March,12,-89873.5,4604734.669999997,SAFE
2024-03-23,Income,Advance Payment,244683.03,Customer payment received,March,12,244683.03,4849417.699999997,SAFE
2024-03-23,Income,Product Sales,1018595.27,Customer payment received,March,12,1018595.27,5868012.969999997,SAFE
2024-03-23,Expense,Utilities,402148.86,Business expense paid,March,12,-402148.86,5465864.109999997,SAFE
2024-03-24,Income,Bulk Order Payment,785890.39,Customer payment received,March,12,785890.39,6251754.499999996,SAFE
2024-03-24,Income,Product Sales,248482.83,Customer payment received,March,12,248482.83,6500237.329999996,SAFE
2024-03-24,Income,Loan Received,709966.38,Customer payment received,March,12,709966.38,7210203.709999996,SAFE
2024-03-24,Expense,Rent,258880.28,Business expense paid,March,12,-258880.28,6951323.429999996,SAFE
2024-03-24,Expense,Utilities,131450.45,Business expense paid,March,12,-131450.45,6819872.979999996,SAFE
2024-03-25,Expense,Marketing,99816.68,Business expense paid,March,13,-99816.68,6720056.299999996,SAFE
2024-03-25,Expense,Rent,621455.81,Business expense paid,March,13,-621455.81,6098600.4899999965,SAFE
2024-03-25,Expense,Utilities,889331.06,Business expense paid,March,13,-889331.06,5209269.429999996,SAFE
2024-03-25,Income,Product Sales,338093.04,Customer payment received,March,13,338093.04,5547362.469999996,SAFE
2024-03-25,Income,Loan Received,1013853.96,Customer payment received,March,13,1013853.96,6561216.429999996,SAFE
2024-03-26,Expense,Loan Repayment,54955.81,Business expense paid,March,13,-54955.81,6506260.619999996,SAFE
2024-03-26,Expense,Utilities,893685.93,Business expense paid,March,13,-893685.93,5612574.689999997,SAFE
2024-03-26,Expense,Utilities,530141.21,Business expense paid,March,13,-530141.21,5082433.479999997,SAFE
2024-03-26,Income,Advance Payment,1080130.53,Customer payment received,March,13,1080130.53,6162564.009999997,SAFE
2024-03-26,Income,Loan Received,279177.85,Customer payment received,March,13,279177.85,6441741.859999997,SAFE
2024-03-26,Income,Advance Payment,549677.6,Customer payment received,March,13,549677.6,6991419.459999996,SAFE
2024-03-26,Expense,Loan Repayment,128148.42,Business expense paid,March,13,-128148.42,6863271.039999996,SAFE
2024-03-27,Income,Product Sales,78502.86,Customer payment received,March,13,78502.86,6941773.899999997,SAFE
2024-03-27,Income,Loan Received,1026147.8,Customer payment received,March,13,1026147.8,7967921.699999996,SAFE
2024-03-27,Expense,Logistics / Delivery,706240.21,Business expense paid,March,13,-706240.21,7261681.4899999965,SAFE
2024-03-27,Expense,Marketing,560504.16,Business expense paid,March,13,-560504.16,6701177.329999996,SAFE
2024-03-27,Expense,Logistics / Delivery,225219.92,Business expense paid,March,13,-225219.92,6475957.409999996,SAFE
2024-03-28,Expense,Rent,536751.77,Business expense paid,March,13,-536751.77,5939205.639999997,SAFE
2024-03-28,Income,Loan Received,394379.53,Customer payment received,March,13,394379.53,6333585.169999997,SAFE
2024-03-28,Income,Product Sales,729660.51,Customer payment received,March,13,729660.51,7063245.679999997,SAFE
2024-03-28,Income,Bulk Order Payment,333158.14,Customer payment received,March,13,333158.14,7396403.819999997,SAFE
2024-03-29,Income,Advance Payment,1025109.2,Customer payment received,March,13,1025109.2,8421513.019999996,SAFE
2024-03-29,Expense,Rent,187753.02,Business expense paid,March,13,-187753.02,8233759.999999996,SAFE
2024-03-29,Expense,Marketing,715547.07,Business expense paid,March,13,-715547.07,7518212.929999996,SAFE
2024-03-29,Expense,Utilities,494656.45,Business expense paid,March,13,-494656.45,7023556.479999996,SAFE
2024-03-29,Expense,Utilities,753528.34,Business expense paid,March,13,-753528.34,6270028.139999996,SAFE
2024-03-30,Income,Advance Payment,853887.32,Customer payment received,March,13,853887.32,7123915.459999996,SAFE
2024-03-30,Income,Advance Payment,1085753.28,Customer payment received,March,13,1085753.28,8209668.7399999965,SAFE
2024-03-30,Expense,Staff Salaries,440638.32,Business expense paid,March,13,-440638.32,7769030.419999996,SAFE
2024-03-31,Expense,Staff Salaries,48025.72,Business expense paid,March,13,-48025.72,7721004.699999996,SAFE
2024-03-31,Expense,Loan Repayment,114021.68,Business expense paid,March,13,-114021.68,7606983.019999997,SAFE
2024-03-31,Expense,Utilities,428935.13,Business expense paid,March,13,-428935.13,7178047.889999997,SAFE
2024-03-31,Income,Bulk Order Payment,861859.07,Customer payment received,March,13,861859.07,8039906.959999997,SAFE
2024-03-31,Expense,Marketing,871721.06,Business expense paid,March,13,-871721.06,7168185.899999997,SAFE
2024-04-01,Income,Advance Payment,470076.77,Customer payment received,April,14,470076.77,7638262.669999996,SAFE
2024-04-01,Income,Bulk Order Payment,183763.41,Customer payment received,April,14,183763.41,7822026.079999996,SAFE
2024-04-01,Income,Advance Payment,565050.71,Customer payment received,April,14,565050.71,8387076.789999996,SAFE
2024-04-01,Expense,Miscellaneous,330873.14,Business expense paid,April,14,-330873.14,8056203.649999997,SAFE
2024-04-01,Expense,Utilities,456506.07,Business expense paid,April,14,-456506.07,7599697.579999996,SAFE
2024-04-02,Income,Bulk Order Payment,498710.65,Customer payment received,April,14,498710.65,8098408.229999997,SAFE
2024-04-02,Income,Product Sales,117614.15,Customer payment received,April,14,117614.15,8216022.379999997,SAFE
2024-04-02,Income,Loan Received,389582.81,Customer payment received,April,14,389582.81,8605605.189999998,SAFE
2024-04-02,Expense,Rent,66652.16,Business expense paid,April,14,-66652.16,8538953.029999997,SAFE
2024-04-03,Expense,Miscellaneous,124289.45,Business expense paid,April,14,-124289.45,8414663.579999998,SAFE
2024-04-03,Expense,Marketing,35703.82,Business expense paid,April,14,-35703.82,8378959.759999998,SAFE
2024-04-03,Expense,Utilities,315513.06,Business expense paid,April,14,-315513.06,8063446.699999998,SAFE
2024-04-03,Income,Bulk Order Payment,686707.36,Customer payment received,April,14,686707.36,8750154.059999999,SAFE
2024-04-03,Income,Loan Received,546325.94,Customer payment received,April,14,546325.94,9296479.999999998,SAFE
2024-04-03,Expense,Miscellaneous,334362.51,Business expense paid,April,14,-334362.51,8962117.489999998,SAFE
2024-04-04,Income,Product Sales,968222.7,Customer payment received,April,14,968222.7,9930340.189999998,SAFE
2024-04-04,Expense,Marketing,281343.61,Business expense paid,April,14,-281343.61,9648996.579999998,SAFE
2024-04-04,Expense,Utilities,49064.04,Business expense paid,April,14,-49064.04,9599932.54,SAFE
2024-04-04,Expense,Staff Salaries,111108.11,Business expense paid,April,14,-111108.11,9488824.43,SAFE
2024-04-05,Income,Product Sales,743789.69,Customer payment received,April,14,743789.69,10232614.12,SAFE
2024-04-05,Income,Bulk Order Payment,166257.1,Customer payment received,April,14,166257.1,10398871.219999999,SAFE
2024-04-05,Expense,Logistics / Delivery,397661.4,Business expense paid,April,14,-397661.4,10001209.819999998,SAFE
2024-04-06,Expense,Logistics / Delivery,418312.56,Business expense paid,April,14,-418312.56,9582897.259999998,SAFE
2024-04-06,Income,Bulk Order Payment,896327.0,Customer payment received,April,14,896327.0,10479224.259999998,SAFE
2024-04-07,Income,Bulk Order Payment,296748.92,Customer payment received,April,14,296748.92,10775973.179999998,SAFE
2024-04-07,Income,Bulk Order Payment,414987.53,Customer payment received,April,14,414987.53,11190960.709999997,SAFE
2024-04-07,Income,Product Sales,898075.94,Customer payment received,April,14,898075.94,12089036.649999997,SAFE
2024-04-07,Expense,Rent,432034.94,Business expense paid,April,14,-432034.94,11657001.709999997,SAFE
2024-04-07,Expense,Utilities,494013.11,Business expense paid,April,14,-494013.11,11162988.599999998,SAFE
2024-04-07,Expense,Staff Salaries,403286.64,Business expense paid,April,14,-403286.64,10759701.959999997,SAFE
2024-04-08,Expense,Staff Salaries,376024.67,Business expense paid,April,15,-376024.67,10383677.289999997,SAFE
2024-04-08,Income,Product Sales,688295.57,Customer payment received,April,15,688295.57,11071972.859999998,SAFE
2024-04-08,Expense,Rent,147376.4,Business expense paid,April,15,-147376.4,10924596.459999997,SAFE
2024-04-08,Income,Bulk Order Payment,979770.28,Customer payment received,April,15,979770.28,11904366.739999996,SAFE
2024-04-08,Income,Bulk Order Payment,85603.34,Customer payment received,April,15,85603.34,11989970.079999996,SAFE
2024-04-09,Income,Loan Received,136735.94,Customer payment received,April,15,136735.94,12126706.019999996,SAFE
2024-04-09,Income,Product Sales,886917.89,Customer payment received,April,15,886917.89,13013623.909999996,SAFE
2024-04-09,Income,Bulk Order Payment,544605.69,Customer payment received,April,15,544605.69,13558229.599999996,SAFE
2024-04-09,Expense,Utilities,369076.64,Business expense paid,April,15,-369076.64,13189152.959999995,SAFE
2024-04-10,Expense,Staff Salaries,55275.54,Business expense paid,April,15,-55275.54,13133877.419999996,SAFE
2024-04-10,Income,Product Sales,745507.72,Customer payment received,April,15,745507.72,13879385.139999997,SAFE
2024-04-10,Income,Loan Received,133866.68,Customer payment received,April,15,133866.68,14013251.819999997,SAFE
2024-04-10,Expense,Staff Salaries,224611.34,Business expense paid,April,15,-224611.34,13788640.479999997,SAFE
2024-04-10,Expense,Miscellaneous,255329.05,Business expense paid,April,15,-255329.05,13533311.429999996,SAFE
2024-04-10,Expense,Rent,174613.67,Business expense paid,April,15,-174613.67,13358697.759999996,SAFE
2024-04-11,Expense,Logistics / Delivery,429340.51,Business expense paid,April,15,-429340.51,12929357.249999996,SAFE
2024-04-11,Expense,Staff Salaries,67605.66,Business expense paid,April,15,-67605.66,12861751.589999996,SAFE
2024-04-11,Expense,Loan Repayment,237783.4,Business expense paid,April,15,-237783.4,12623968.189999996,SAFE
2024-04-11,Expense,Utilities,497421.32,Business expense paid,April,15,-497421.32,12126546.869999995,SAFE
2024-04-11,Income,Advance Payment,202501.17,Customer payment received,April,15,202501.17,12329048.039999995,SAFE
2024-04-12,Income,Bulk Order Payment,544132.66,Customer payment received,April,15,544132.66,12873180.699999996,SAFE
2024-04-12,Income,Loan Received,504504.25,Customer payment received,April,15,504504.25,13377684.949999996,SAFE
2024-04-12,Expense,Staff Salaries,219675.03,Business expense paid,April,15,-219675.03,13158009.919999996,SAFE
2024-04-12,Expense,Marketing,170023.21,Business expense paid,April,15,-170023.21,12987986.709999995,SAFE
2024-04-12,Expense,Marketing,339251.77,Business expense paid,April,15,-339251.77,12648734.939999996,SAFE
2024-04-12,Expense,Miscellaneous,477724.41,Business expense paid,April,15,-477724.41,12171010.529999996,SAFE
2024-04-13,Income,Product Sales,165786.03,Customer payment received,April,15,165786.03,12336796.559999995,SAFE
2024-04-13,Expense,Marketing,227300.73,Business expense paid,April,15,-227300.73,12109495.829999994,SAFE
2024-04-14,Income,Advance Payment,654189.27,Customer payment received,April,15,654189.27,12763685.099999994,SAFE
2024-04-14,Expense,Loan Repayment,217188.14,Business expense paid,April,15,-217188.14,12546496.959999993,SAFE
2024-04-15,Expense,Marketing,426691.93,Business expense paid,April,16,-426691.93,12119805.029999994,SAFE
2024-04-15,Expense,Logistics / Delivery,335233.43,Business expense paid,April,16,-335233.43,11784571.599999994,SAFE
2024-04-15,Income,Advance Payment,124018.38,Customer payment received,April,16,124018.38,11908589.979999995,SAFE
2024-04-15,Income,Advance Payment,700430.6,Customer payment received,April,16,700430.6,12609020.579999994,SAFE
2024-04-15,Income,Bulk Order Payment,178780.59,Customer payment received,April,16,178780.59,12787801.169999994,SAFE
2024-04-16,Income,Advance Payment,455939.1,Customer payment received,April,16,455939.1,13243740.269999994,SAFE
2024-04-16,Income,Loan Received,672805.0,Customer payment received,April,16,672805.0,13916545.269999994,SAFE
2024-04-16,Income,Product Sales,957412.92,Customer payment received,April,16,957412.92,14873958.189999994,SAFE
2024-04-16,Expense,Utilities,33897.53,Business expense paid,April,16,-33897.53,14840060.659999995,SAFE
2024-04-16,Expense,Utilities,357295.41,Business expense paid,April,16,-357295.41,14482765.249999994,SAFE
2024-04-16,Expense,Marketing,462338.01,Business expense paid,April,16,-462338.01,14020427.239999995,SAFE
2024-04-17,Expense,Marketing,183630.07,Business expense paid,April,16,-183630.07,13836797.169999994,SAFE
2024-04-17,Expense,Miscellaneous,200573.31,Business expense paid,April,16,-200573.31,13636223.859999994,SAFE
2024-04-17,Income,Bulk Order Payment,260475.84,Customer payment received,April,16,260475.84,13896699.699999994,SAFE
2024-04-17,Expense,Supplier Payment,53401.0,Business expense paid,April,16,-53401.0,13843298.699999994,SAFE
2024-04-17,Expense,Logistics / Delivery,64043.69,Business expense paid,April,16,-64043.69,13779255.009999994,SAFE
2024-04-18,Income,Product Sales,827675.77,Customer payment received,April,16,827675.77,14606930.779999994,SAFE
2024-04-18,Income,Bulk Order Payment,997509.29,Customer payment received,April,16,997509.29,15604440.069999993,SAFE
2024-04-18,Expense,Supplier Payment,382129.22,Business expense paid,April,16,-382129.22,15222310.849999992,SAFE
2024-04-18,Expense,Utilities,343504.98,Business expense paid,April,16,-343504.98,14878805.869999992,SAFE
2024-04-19,Expense,Staff Salaries,185682.97,Business expense paid,April,16,-185682.97,14693122.899999991,SAFE
2024-04-19,Expense,Staff Salaries,123473.1,Business expense paid,April,16,-123473.1,14569649.799999991,SAFE
2024-04-19,Expense,Miscellaneous,155958.31,Business expense paid,April,16,-155958.31,14413691.48999999,SAFE
2024-04-19,Income,Loan Received,765035.63,Customer payment received,April,16,765035.63,15178727.119999992,SAFE
2024-04-19,Income,Loan Received,707429.81,Customer payment received,April,16,707429.81,15886156.929999992,SAFE
2024-04-20,Income,Product Sales,770489.19,Customer payment received,April,16,770489.19,16656646.119999992,SAFE
2024-04-20,Income,Product Sales,301544.36,Customer payment received,April,16,301544.36,16958190.479999993,SAFE
2024-04-20,Income,Advance Payment,78071.44,Customer payment received,April,16,78071.44,17036261.919999994,SAFE
2024-04-20,Expense,Utilities,388327.77,Business expense paid,April,16,-388327.77,16647934.149999995,SAFE
2024-04-20,Expense,Staff Salaries,158934.62,Business expense paid,April,16,-158934.62,16488999.529999996,SAFE
2024-04-21,Income,Loan Received,592254.6,Customer payment received,April,16,592254.6,17081254.129999995,SAFE
2024-04-21,Expense,Logistics / Delivery,82009.14,Business expense paid,April,16,-82009.14,16999244.989999995,SAFE
2024-04-21,Expense,Marketing,260125.93,Business expense paid,April,16,-260125.93,16739119.059999995,SAFE
2024-04-22,Expense,Loan Repayment,295231.85,Business expense paid,April,17,-295231.85,16443887.209999995,SAFE
2024-04-22,Expense,Loan Repayment,433812.81,Business expense paid,April,17,-433812.81,16010074.399999995,SAFE
2024-04-22,Expense,Loan Repayment,158967.3,Business expense paid,April,17,-158967.3,15851107.099999994,SAFE
2024-04-22,Income,Product Sales,486924.73,Customer payment received,April,17,486924.73,16338031.829999994,SAFE
2024-04-22,Expense,Staff Salaries,28995.94,Business expense paid,April,17,-28995.94,16309035.889999995,SAFE
2024-04-23,Expense,Loan Repayment,271502.02,Business expense paid,April,17,-271502.02,16037533.869999995,SAFE
2024-04-23,Expense,Loan Repayment,136791.91,Business expense paid,April,17,-136791.91,15900741.959999995,SAFE
2024-04-23,Income,Bulk Order Payment,1084509.68,Customer payment received,April,17,1084509.68,16985251.639999997,SAFE
2024-04-23,Expense,Marketing,419372.44,Business expense paid,April,17,-419372.44,16565879.199999997,SAFE
2024-04-23,Expense,Staff Salaries,62302.34,Business expense paid,April,17,-62302.34,16503576.859999998,SAFE
2024-04-24,Income,Bulk Order Payment,853095.07,Customer payment received,April,17,853095.07,17356671.929999996,SAFE
2024-04-24,Income,Bulk Order Payment,419722.05,Customer payment received,April,17,419722.05,17776393.979999997,SAFE
2024-04-24,Expense,Staff Salaries,265031.98,Business expense paid,April,17,-265031.98,17511361.999999996,SAFE
2024-04-25,Expense,Staff Salaries,692826.02,Business expense paid,April,17,-692826.02,16818535.979999997,SAFE
2024-04-25,Expense,Rent,206442.84,Business expense paid,April,17,-206442.84,16612093.139999997,SAFE
2024-04-25,Expense,Miscellaneous,189054.26,Business expense paid,April,17,-189054.26,16423038.879999997,SAFE
2024-04-25,Income,Bulk Order Payment,438654.72,Customer payment received,April,17,438654.72,16861693.599999998,SAFE
2024-04-25,Income,Advance Payment,605449.67,Customer payment received,April,17,605449.67,17467143.27,SAFE
2024-04-25,Income,Bulk Order Payment,318082.29,Customer payment received,April,17,318082.29,17785225.56,SAFE
2024-04-26,Income,Loan Received,862168.12,Customer payment received,April,17,862168.12,18647393.68,SAFE
2024-04-26,Income,Advance Payment,785190.15,Customer payment received,April,17,785190.15,19432583.83,SAFE
2024-04-26,Expense,Staff Salaries,166427.19,Business expense paid,April,17,-166427.19,19266156.639999997,SAFE
2024-04-26,Expense,Utilities,441147.82,Business expense paid,April,17,-441147.82,18825008.819999997,SAFE
2024-04-26,Expense,Supplier Payment,724028.84,Business expense paid,April,17,-724028.84,18100979.979999997,SAFE
2024-04-27,Income,Advance Payment,602703.73,Customer payment received,April,17,602703.73,18703683.709999997,SAFE
2024-04-27,Income,Product Sales,554829.61,Customer payment received,April,17,554829.61,19258513.319999997,SAFE
2024-04-27,Expense,Utilities,354589.29,Business expense paid,April,17,-354589.29,18903924.029999997,SAFE
2024-04-28,Expense,Supplier Payment,469181.35,Business expense paid,April,17,-469181.35,18434742.679999996,SAFE
2024-04-28,Expense,Logistics / Delivery,424569.92,Business expense paid,April,17,-424569.92,18010172.759999994,SAFE
2024-04-28,Expense,Miscellaneous,313799.12,Business expense paid,April,17,-313799.12,17696373.639999993,SAFE
2024-04-28,Income,Product Sales,746899.79,Customer payment received,April,17,746899.79,18443273.429999992,SAFE
